id,Protein names,Gene names,STY_30m_med,STY_4h_med
538,Down syndrome critical region protein 3,DSCR3,1.0556649999999999,0.92675
539,Transmembrane protein 147,TMEM147,0.9984975,0.9522075000000001
541,Protein TSSC1,TSSC1,0.913745,1.11842
542,Pre-mRNA-splicing factor ISY1 homolog,ISY1,1.0248175,1.01028
544,Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15,SNRPG;SNRPGP15,1.0941,1.0288249999999999
545,TFIIH basal transcription factor complex helicase XPD subunit,ERCC2,1.12486,0.998185
547,"Nucleoside diphosphate-linked moiety X motif 19, mitochondrial",NUDT19,0.9924775,0.9346574999999999
549,Ras-related protein Rab-34,RAB34,0.9871274999999999,1.0391000000000001
552,Serine/arginine repetitive matrix protein 1,SRRM1,1.0066549999999999,0.8926449999999999
554,Eukaryotic translation initiation factor 3 subunit L,EIF3L,0.9820274999999999,0.99179
557,RNA-binding protein EWS,EWSR1,0.99983,0.9901599999999999
559,SUMO-conjugating enzyme UBC9,UBE2I,0.9449825000000001,0.9648525
560,Peroxisomal membrane protein PMP34,SLC25A17,0.83744,1.13426
561,Copine-1,CPNE1,1.1178175000000001,0.9192374999999999
563,Coatomer subunit delta,ARCN1,1.0587499999999999,1.018425
564,Translocator protein,TSPO,1.169375,1.070325
566,26S proteasome non-ATPase regulatory subunit 10,PSMD10,1.045525,0.9868025
570,Nardilysin,NRD1,0.9395875,0.9775175
573,Protein SMG7,SMG7,1.658875,1.247665
574,AP complex subunit beta;AP-4 complex subunit beta-1,AP4B1,1.53535,NA
575,Rho guanine nucleotide exchange factor 7,ARHGEF7,1.034675,1.000905
577,Transmembrane protein 9,TMEM9,1.13825,1.277025
579,Lymphocyte function-associated antigen 3,CD58,0.9687950000000001,NA
581,Polyadenylate-binding protein;Polyadenylate-binding protein 4,PABPC4,1.01925,1.0022550000000001
583,Epidermal growth factor receptor substrate 15,EPS15,0.9955350000000001,1.0388350000000002
584,Sphingomyelin phosphodiesterase 4,SMPD4,1.098335,4.21917
585,Histone H2B;Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K;Histone H2B type 1-A,HIST1H2BI;HIST1H2BN;HIST1H2BL;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK;HIST1H2BA,0.9831975,1.0475875000000001
586,Radial spoke head 10 homolog B;Radial spoke head 10 homolog B2,RSPH10B;RSPH10B2,1.2363,NA
587,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,JMJD6,1.1009075,0.999825
588,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",ISCU,1.164825,0.9803275
589,Eukaryotic translation initiation factor 3 subunit H,EIF3H,0.952275,1.0247525
590,"Branched-chain-amino-acid aminotransferase;Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2,1.0247375,1.0604
591,Mortality factor 4-like protein 1,MORF4L1,1.040105,1.0016675
592,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,CDIPT,1.112225,0.8932475
596,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,1.2483,1.036805
597,Catenin beta-1,CTNNB1,0.9472675,1.04605
598,RNA-binding protein Musashi homolog 2,MSI2,1.29095,0.97687
599,Rab GTPase-binding effector protein 2,RABEP2,1.19415,0.9788350000000001
600,von Willebrand factor A domain-containing protein 9,VWA9,1.1283,1.1404775
601,"Citrate synthase;Citrate synthase, mitochondrial",CS,0.9785524999999999,0.9624325
603,Protein farnesyltransferase subunit beta,CHURC1-FNTB;FNTB,0.9466825,0.948815
604,,,0.8573900000000001,0.959255
606,Macrophage erythroblast attacher,MAEA,1.0249549999999998,0.916915
607,Protein transport protein Sec61 subunit alpha isoform 1,SEC61A1,1.178725,1.0475750000000001
608,Serine/threonine-protein kinase 24;Serine/threonine-protein kinase 24 36 kDa subunit;Serine/threonine-protein kinase 24 12 kDa subunit,STK24,1.014375,1.0019475
609,Serine/threonine-protein kinase;Serine/threonine-protein kinase D2,PRKD2,1.054775,1.11795
611,S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase,MTAP,1.0374725,0.9792475
614,Nucleoside diphosphate kinase 7,NME7,0.9613400000000001,1.107375
615,Fragile X mental retardation syndrome-related protein 1,FXR1,0.998955,1.03397
616,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 4;Heterogeneous nuclear ribonucleoprotein C-like 1;Heterogeneous nuclear ribonucleoprotein C-like 3;Heterogeneous nuclear ribonucleoprotein C-like 2,HNRNPC;HNRNPCL4;HNRNPCL1;HNRNPCL3;HNRNPCL2,0.9653825,0.9964824999999999
617,Interleukin enhancer-binding factor 2,ILF2,1.0101375,0.9642675
618,Serine/threonine-protein kinase 26,STK26,0.69682,NA
619,Arginyl-tRNA--protein transferase 1,ATE1,1.28845,1.128775
620,Derlin-1,DERL1,0.9719825,1.0769
623,Calcium-transporting ATPase;Calcium-transporting ATPase type 2C member 1,ATP2C1,1.444175,1.238625
625,RNA-binding protein with multiple splicing,RBPMS,1.0004175,0.968555
628,Synaptogyrin-1,SYNGR1,1.04822,NA
629,Pescadillo homolog,PES1,0.9424575000000001,0.909535
631,Chromobox protein homolog 1,CBX1,0.95614,0.9875449999999999
632,Protein RFT1 homolog,RFT1,0.9147175000000001,0.9618
633,GTP-binding nuclear protein Ran,RAN,0.96574,1.047875
634,DNA excision repair protein ERCC-6-like,ERCC6L,1.24455,1.6001750000000001
636,Septin-10,SEPT10,1.0089075,0.990285
637,Echinoderm microtubule-associated protein-like 3,EML3,0.9936875,1.1059
638,Heterogeneous nuclear ribonucleoprotein L-like,HNRNPLL;HNRPLL,1.320725,1.228275
639,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,PPIP5K1,2.8513,NA
640,Tail-anchored protein insertion receptor WRB,WRB,1.5602,1.1945999999999999
641,Acyl-CoA-binding domain-containing protein 5,ACBD5,1.2618999999999998,1.294425
642,Conserved oligomeric Golgi complex subunit 2,COG2,0.9885474999999999,1.0577075
645,"FYVE, RhoGEF and PH domain-containing protein 4",FGD4,1.1589999999999998,1.129105
647,Probable ATP-dependent RNA helicase DDX27,DDX27,1.1360075,1.01932
649,Lysosomal acid phosphatase,ACP2,1.0239825,0.9863075000000001
650,Ran-binding protein 3,RANBP3,0.9687050000000001,1.1672500000000001
654,Golgi pH regulator A;Golgi pH regulator B,GPR89A;GPR89B,0.9891075,2.0159
655,N-acetylgalactosamine kinase,GALK2,1.3912725,1.052555
657,Endophilin-B2,SH3GLB2,1.1534,NA
658,Scavenger receptor class B member 1,SCARB1,1.0051174999999999,0.905135
659,Eukaryotic translation initiation factor 4E type 2,EIF4E2,1.21567,1.2858
660,Mitotic-spindle organizing protein 2B;Mitotic-spindle organizing protein 2A,MZT2B;MZT2A,0.9173,0.9660875
661,Tax1-binding protein 1,TAX1BP1,1.0871725,1.08595
665,MAGUK p55 subfamily member 6,MPP6,0.9713975000000001,0.9422699999999999
666,Small ubiquitin-related modifier 1,SUMO1,0.918965,1.1035
667,"Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1",PTMA,0.924325,0.9735075
668,Ankyrin repeat and zinc finger domain-containing protein 1,ANKZF1,0.9860800000000001,NA
669,Late secretory pathway protein AVL9 homolog,AVL9,1.6566,NA
670,Arf-GAP domain and FG repeat-containing protein 1,AGFG1,1.04324,1.077375
671,U4/U6.U5 tri-snRNP-associated protein 2,USP39,1.1845949999999998,1.12185
672,WD repeat-containing protein 54,WDR54,0.8972500000000001,NA
673,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,SMARCD2,1.1040175,1.5039500000000001
675,Mediator of RNA polymerase II transcription subunit 16,MED16,1.0163575,1.141575
677,DNA-directed RNA polymerase;DNA-directed RNA polymerase I subunit RPA1,POLR1A,1.1084075,1.050475
678,RNA-binding protein 12B,RBM12B,2.005725,2.5716
680,Spatacsin,SPG11,0.8060475,0.628175
681,"39S ribosomal protein L2, mitochondrial",MRPL2,1.2910499999999998,1.05883
684,Elongator complex protein 6,ELP6,0.9819675000000001,0.985005
685,ADP-ribosylation factor-like protein 6,ARL6,1.18465,1.164175
688,Ninein,NIN,1.16445,1.20085
689,Poly(rC)-binding protein 4,PCBP4,1.010885,1.144735
690,Charged multivesicular body protein 2b,CHMP2B,0.9257825,1.09122
691,Histone H2A;Histone H2A.V;Histone H2A.Z,H2AFV;H2AFZ,0.8735275,0.8326100000000001
694,Profilin;Profilin-2,PFN2,1.1558000000000002,1.0048300000000001
695,Sorcin,SRI,1.03135,1.0697
696,Nuclear receptor corepressor 2,NCOR2,1.13424,1.5383999999999998
698,E3 ubiquitin-protein ligase RNF181,RNF181,0.967735,1.1362999999999999
699,"NADH dehydrogenase [ubiquinone] complex I, assembly factor 7",NDUFAF7,0.976925,1.204675
700,Ubiquitin-conjugating enzyme E2 E1,UBE2E1;UBE2E2,1.1175125000000001,1.075825
702,DNA-directed RNA polymerase;DNA-directed RNA polymerase II subunit RPB2,POLR2B,1.003965,0.9712375
703,Protein CMSS1,CMSS1,1.0529025,1.039005
704,Vesicle-trafficking protein SEC22a,SEC22A,1.0785,NA
705,Ashwin,C2orf49,1.115535,1.03795
707,N-alpha-acetyltransferase 50,NAA50,0.98072,1.00134
708,Myeloid-associated differentiation marker,MYADM,0.965665,1.11715
709,Alanyl-tRNA editing protein Aarsd1,PTGES3L-AARSD1;AARSD1,1.046425,0.9705775
710,Tyrosine-protein kinase receptor;Insulin-like growth factor 1 receptor;Insulin-like growth factor 1 receptor alpha chain;Insulin-like growth factor 1 receptor beta chain,IGF1R,0.95578,1.073975
712,Ribulose-phosphate 3-epimerase;Ribulose-phosphate 3-epimerase-like protein 1,RPE;RPEL1,1.0812525,1.0104
713,Profilin-2,PFN2,1.143475,0.95875
715,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP,0.8659749999999999,NA
716,Transportin-3,TNPO3,0.9538975,0.9808749999999999
718,tRNA-splicing endonuclease subunit Sen2,TSEN2,1.18575,NA
719,Cytochrome c oxidase copper chaperone,COX17,1.06275,0.8891475
720,Immunoglobulin superfamily member 8,IGSF8,1.0718,NA
721,"RNA-binding motif, single-stranded-interacting protein 1;RNA-binding motif, single-stranded-interacting protein 3",RBMS1;RBMS3,1.43595,1.151525
724,60S ribosomal export protein NMD3,NMD3,0.9793075,0.9523325
725,Translocon-associated protein subunit gamma,SSR3,1.0883,1.010715
726,"Frataxin, mitochondrial;Frataxin intermediate form;Frataxin(56-210);Frataxin(78-210);Frataxin mature form",FXN,0.9725550000000001,1.1256
728,Phosphoserine phosphatase,PSPH,0.9973775,1.0276025
729,Dr1-associated corepressor,DRAP1,0.96425,0.9808174999999999
730,Transmembrane and ubiquitin-like domain-containing protein 1,TMUB1,1.0139075,1.1541000000000001
731,Angio-associated migratory cell protein,AAMP,1.443175,0.9752675
734,Apolipoprotein D,APOD,1.21705,0.9620799999999999
735,COP9 signalosome complex subunit 1,GPS1,0.93364,0.9572075
736,Cytochrome c,CYCS,1.0306,1.0286
738,Acylamino-acid-releasing enzyme,APEH,0.83202,1.0309249999999999
740,Prosaposin;Saposin-A;Saposin-B-Val;Saposin-B;Saposin-C;Saposin-D,PSAP,1.1014249999999999,0.958415
741,"28S ribosomal protein S34, mitochondrial",MRPS34,0.938785,0.91218
742,Vacuolar protein sorting-associated protein 8 homolog,VPS8,1.0475425,0.9973425
743,Caveolin;Caveolin-1,CAV1,1.08818,1.0050824999999999
744,MLN64 N-terminal domain homolog,STARD3NL,1.0114475,1.0687
746,Oxidoreductase NAD-binding domain-containing protein 1,OXNAD1,1.03924,1.0792275
747,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",POLR2H,1.075685,0.99616
748,Apoptotic protease-activating factor 1,APAF1,1.2821275,1.1540175000000001
749,Protein FAM195B,FAM195B,1.056775,1.112775
750,"FERM, RhoGEF and pleckstrin domain-containing protein 1",FARP1,1.39285,0.95995
752,O-acetyl-ADP-ribose deacetylase 1,OARD1,1.002445,1.3031
753,Metaxin-2,MTX2,1.1592625,1.05314
754,60S ribosomal protein L24,RPL24,1.029835,1.1354
755,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB,1.4884249999999999,0.65622
759,MICOS complex subunit MIC19,CHCHD3,0.9166575,1.012595
760,B-cell receptor-associated protein 29,BCAP29,0.9459975,1.0365950000000002
762,"Complex I assembly factor TIMMDC1, mitochondrial",TIMMDC1,0.9250924999999999,1.11525
765,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,1.386075,0.971095
767,Integrator complex subunit 6,INTS6,1.2941,1.0401475
770,Receptor protein-tyrosine kinase;Ephrin type-A receptor 3,EPHA3,1.420725,1.1878225
771,Rab-like protein 3,RABL3,1.0255525,0.856985
772,Transmembrane protein 243,TMEM243,1.0506,1.192625
774,Ribonuclease P protein subunit p20,POP7,1.04326,1.25595
775,60S ribosomal protein L22-like 1,RPL22L1,0.8895975,0.9907600000000001
777,Inositol polyphosphate 5-phosphatase K,INPP5K,1.0713750000000002,0.9984999999999999
778,Ubiquitin-conjugating enzyme E2 H,UBE2H,1.066665,1.0002075000000001
779,"Dehydrogenase/reductase SDR family member 2, mitochondrial",DHRS2,0.73109,NA
780,[Protein ADP-ribosylarginine] hydrolase,ADPRH,1.0762,0.9492075
906,Neurabin-2,PPP1R9B,1.254675,1.230725
907,Calcineurin subunit B type 1,PPP3R1,1.249075,1.030535
910,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK2D,1.2378,1.0473075
914,Cyclin-dependent kinase 7,CDK7,1.105925,0.8914375
915,Transforming acidic coiled-coil-containing protein 2,TACC2,1.10255,1.23265
916,"39S ribosomal protein L27, mitochondrial",MRPL27,1.04835,0.89956
919,Exocyst complex component 3,EXOC3,1.0453875,0.90363
921,Alpha-methylacyl-CoA racemase,AMACR,5.0165500000000005,NA
922,ELMO domain-containing protein 2,ELMOD2,1.1312250000000001,1.99745
923,H/ACA ribonucleoprotein complex subunit 2,NHP2,1.2599,1.0172725
924,Estradiol 17-beta-dehydrogenase 11,HSD17B11,0.932335,1.0760425
928,Major facilitator superfamily domain-containing protein 10,MFSD10,1.0526,NA
929,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",PET112;GATB,4.1711,NA
930,Nucleotide exchange factor SIL1,SIL1,0.9738475,1.1265575
932,Septin-11,SEPT11,1.091125,0.9632974999999999
933,Protein transport protein Sec31A,SEC31A,1.05435,1.0129350000000001
934,Colorectal mutant cancer protein,MCC,1.11525,NA
935,Syntaxin-18,STX18,1.8300399999999999,7.974725
939,"Protein YIPF3;Protein YIPF3, 36 kDa form III",YIPF3,1.12155,1.318225
940,Isochorismatase domain-containing protein 1,ISOC1,1.064625,1.181065
941,Transcription initiation factor TFIID subunit 9B;Transcription initiation factor TFIID subunit 9,TAF9;TAF9B,1.81965,NA
942,"Cytochrome c oxidase subunit 7A2, mitochondrial",COX7A2,0.98238,1.02541
945,Cyclin-H,CCNH,1.05991,NA
946,General transcription factor IIH subunit 2-like protein;General transcription factor IIH subunit 2,GTF2H2C;GTF2H2,1.20471,1.017765
947,Exosome complex component RRP45,EXOSC9,0.9477975000000001,1.0726
952,Protein MMS22-like,MMS22L,1.61045,1.32619
953,Geminin,GMNN,1.516135,NA
954,CLIP-associating protein 2,CLASP2,1.1245275000000001,1.3217249999999998
960,Zinc transporter ZIP14,SLC39A14,1.1187,1.1366749999999999
961,Putative deoxyribonuclease TATDN1,TATDN1,1.20875,1.181
963,Copper transport protein ATOX1,ATOX1,1.0408775000000001,0.95026
964,RWD domain-containing protein 1,RWDD1,1.1196475000000001,0.9818225
965,Receptor expression-enhancing protein;Receptor expression-enhancing protein 4,REEP4,1.4413,NA
966,Chromatin accessibility complex protein 1,CHRAC1,0.98007,1.114025
967,Stathmin;Stathmin-2,STMN2,1.01135,1.1012
969,Transcription elongation factor B polypeptide 1,TCEB1,0.99359,1.0474
974,60S ribosomal protein L30,RPL30,1.022395,1.060295
975,TELO2-interacting protein 2,TTI2,1.10818,0.890575
977,Tubulin-specific chaperone A,TBCA,0.912735,1.02024
979,S-phase kinase-associated protein 1,SKP1,0.9583825,1.0004024999999999
980,COP9 signalosome complex subunit 6,COPS6,1.0379749999999999,1.036585
982,Acid ceramidase;Acid ceramidase subunit alpha;Acid ceramidase subunit beta,ASAH1,1.1263,1.02819
984,Epididymal secretory protein E1,NPC2,1.19415,0.93328
985,E3 ubiquitin-protein ligase UBR5,UBR5,0.899675,0.9213125
986,,MAP4K4,1.3935724999999999,1.0058325000000001
987,E3 ubiquitin-protein ligase TRIM33,TRIM33,1.19245,1.072465
988,Dyslexia-associated protein KIAA0319-like protein,KIAA0319L,1.0839625,1.0579224999999999
990,Mediator of RNA polymerase II transcription subunit 22,MED22,1.01656,NA
991,Collagen alpha-3(VI) chain,COL6A3,1.098355,NA
993,Alpha-adducin,ADD1,1.6424750000000001,1.149475
994,UPF0449 protein C19orf25,C19orf25,0.769115,NA
997,Septin-7,SEPT7,0.978495,0.9897825
998,Long-chain-fatty-acid--CoA ligase 1,ACSL1,1.04385,1.03185
999,Protein PRRC2C,PRRC2C,1.0785,1.0118675000000001
1000,Serine/threonine-protein kinase Chk1,CHEK1,1.1016350000000001,NA
1001,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUFV2,0.9783025,0.9564025
1002,Alpha-synuclein,SNCA,0.767815,0.9195675
1003,Beta-galactosidase,GLB1,1.193,1.10975
1004,Golgi SNAP receptor complex member 2,GOSR2,1.11335,0.9919975
1005,"Adrenodoxin-like protein, mitochondrial",FDX1L,1.1514,NA
1006,Ezrin,EZR,0.9384925,1.086875
1007,Apoptotic chromatin condensation inducer in the nucleus,ACIN1,1.109315,1.034225
1008,Ribosomal protein L15;60S ribosomal protein L15,RPL15,1.0378725,0.9936575000000001
1009,Survival motor neuron protein,SMN1;SMN2,1.2077475,1.0450650000000001
1011,Visinin-like protein 1,VSNL1,1.1751,0.8440924999999999
1012,Endoplasmic reticulum metallopeptidase 1,ERMP1,1.03355,1.1082450000000001
1013,Zinc finger CCCH domain-containing protein 18,ZC3H18,1.505075,1.0714675
1017,Focal adhesion kinase 1,PTK2,0.9558475000000001,1.1193974999999998
1018,Exportin-7,XPO7,1.0364,0.9881749999999999
1019,WASH complex subunit FAM21A,FAM21A,1.2603499999999999,1.07105
1026,Metastasis-associated protein MTA1,MTA1,0.94671,NA
1027,,PCM1,0.960915,1.00134
1028,Aspartyl aminopeptidase,DNPEP,0.9906025,0.990545
1029,Protein SYS1 homolog,SYS1;SYS1-DBNDD2,1.08875,NA
1030,"39S ribosomal protein L3, mitochondrial",MRPL3,0.997635,0.9873749999999999
1031,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2,1.151145,1.3228499999999999
1032,,TCOF1,1.062475,0.98003
1033,Serine/threonine-protein kinase MARK2,MARK2,1.258,NA
1034,Casein kinase II subunit alpha;Casein kinase II subunit alpha 3,CSNK2A1;CSNK2A3,1.0639,0.93235
1036,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,0.99545,1.018375
1037,Beclin-1,BECN1,5.0756499999999996,NA
1038,Microtubule-associated protein;Microtubule-associated protein 4,MAP4,1.25965,1.0264825
1039,Protein polybromo-1,PBRM1,1.7702499999999999,NA
1042,Mitochondrial GTPase 1;Mitochondrial ribosome-associated GTPase 1,MTG1,2.76835,NA
1044,DNA polymerase beta,POLB,1.352625,1.549825
1048,Triple functional domain protein,TRIO,0.8651125,0.97642
1050,Cleavage stimulation factor subunit 2;Cleavage stimulation factor subunit 2 tau variant,CSTF2;CSTF2T,1.0386375,1.03267
1051,UPF0505 protein C16orf62,C16orf62,1.105875,1.0406
1052,Eukaryotic translation initiation factor 4B,EIF4B,1.0054175,0.9506950000000001
1054,Dynactin subunit 1,DCTN1;DKFZp686E0752,1.017225,0.9668775000000001
1055,Chromosome transmission fidelity protein 18 homolog,CHTF18,0.9545650000000001,1.03349
1056,"Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha, muscle-specific form",NACA,0.93998,1.0046125
1058,Plasma kallikrein;Plasma kallikrein heavy chain;Plasma kallikrein light chain,KLKB1,0.31604,NA
1059,"Acylglycerol kinase, mitochondrial",AGK,1.0043075,1.028335
1060,Translation initiation factor eIF-2B subunit epsilon,EIF2B5,1.114225,0.996505
1062,Rap guanine nucleotide exchange factor 6,RAPGEF6,1.3225,1.0660124999999998
1064,Golgi SNAP receptor complex member 1,GOSR1,1.7588,NA
1067,Unconventional myosin-Ib,MYO1B,0.9193674999999999,1.010275
1069,Ladinin-1,LAD1,0.8869625,0.968095
1072,Phospholipid-transporting ATPase;Probable phospholipid-transporting ATPase IH,ATP11A,1.0811600000000001,1.050315
1073,Putative 3-phosphoinositide-dependent protein kinase 2;3-phosphoinositide-dependent protein kinase 1,PDPK1;PDPK2P,1.0087700000000002,1.049625
1075,Transducin beta-like protein 2,TBL2,1.0776,0.99095
1077,Nucleolar protein 14,NOP14,1.169025,NA
1078,Rab5 GDP/GTP exchange factor,RABGEF1,2.2357,NA
1079,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,PPP2R5D,0.88266,1.086125
1080,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCC1,1.21055,NA
1081,Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31,APP,1.02674,1.09925
