id,Protein names,Gene names,PRO_30m_med,PRO_4h_med
633,GTP-binding nuclear protein Ran,RAN,0.95991,1.0426
634,DNA excision repair protein ERCC-6-like,ERCC6L,1.2323,1.4508
636,Septin-10,SEPT10,0.99158,1.0088
637,Echinoderm microtubule-associated protein-like 3,EML3,0.99565,1.0933
638,Heterogeneous nuclear ribonucleoprotein L-like,HNRNPLL;HNRPLL,1.3218,1.1299
640,Tail-anchored protein insertion receptor WRB,WRB,1.379,1.1202
641,Acyl-CoA-binding domain-containing protein 5,ACBD5,1.2187,1.2528
642,Conserved oligomeric Golgi complex subunit 2,COG2,0.99301,1.1205
645,"FYVE, RhoGEF and PH domain-containing protein 4",FGD4,1.1196,1.1081
647,Probable ATP-dependent RNA helicase DDX27,DDX27,1.0559,1.0755
649,Lysosomal acid phosphatase,ACP2,1.0006,0.97972
650,Ran-binding protein 3,RANBP3,1.0299,1.1141
654,Golgi pH regulator A;Golgi pH regulator B,GPR89A;GPR89B,0.94823,1.6025
655,N-acetylgalactosamine kinase,GALK2,1.1109,1.093
658,Scavenger receptor class B member 1,SCARB1,1.0266,0.82003
659,Eukaryotic translation initiation factor 4E type 2,EIF4E2,1.1314,1.3379
660,Mitotic-spindle organizing protein 2B;Mitotic-spindle organizing protein 2A,MZT2B;MZT2A,0.9256,0.97608
661,Tax1-binding protein 1,TAX1BP1,0.95544,0.96255
665,MAGUK p55 subfamily member 6,MPP6,0.93278,0.94897
666,Small ubiquitin-related modifier 1,SUMO1,0.93072,1.0934
667,"Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1",PTMA,0.9359,0.99039
670,Arf-GAP domain and FG repeat-containing protein 1,AGFG1,0.96976,1.0449
671,U4/U6.U5 tri-snRNP-associated protein 2,USP39,1.1493,1.1255
673,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,SMARCD2,1.1425,1.4511
675,Mediator of RNA polymerase II transcription subunit 16,MED16,0.89586,1.0491
677,DNA-directed RNA polymerase;DNA-directed RNA polymerase I subunit RPA1,POLR1A,1.1327,1.083
678,RNA-binding protein 12B,RBM12B,1.9954,2.7021
680,Spatacsin,SPG11,0.88373,0.96692
681,"39S ribosomal protein L2, mitochondrial",MRPL2,1.1685,1.0321
684,Elongator complex protein 6,ELP6,0.94445,0.93364
685,ADP-ribosylation factor-like protein 6,ARL6,1.1317,1.2791
688,Ninein,NIN,1.1913,1.1182
689,Poly(rC)-binding protein 4,PCBP4,1.027,1.1865
690,Charged multivesicular body protein 2b,CHMP2B,0.83979,1.0221
691,Histone H2A;Histone H2A.V;Histone H2A.Z,H2AFV;H2AFZ,0.92935,0.86321
694,Profilin;Profilin-2,PFN2,1.1806,1.0031
695,Sorcin,SRI,1.028,1.0693
696,Nuclear receptor corepressor 2,NCOR2,0.89887,1.4405
698,E3 ubiquitin-protein ligase RNF181,RNF181,0.96482,1.11
699,"NADH dehydrogenase [ubiquinone] complex I, assembly factor 7",NDUFAF7,0.89695,1.1592
700,Ubiquitin-conjugating enzyme E2 E1,UBE2E1;UBE2E2,1.0459,1.0342
702,DNA-directed RNA polymerase;DNA-directed RNA polymerase II subunit RPB2,POLR2B,1.0116,0.98469
703,Protein CMSS1,CMSS1,1.0578,0.9988
705,Ashwin,C2orf49,1.2056,1.0537
707,N-alpha-acetyltransferase 50,NAA50,0.98804,0.99368
708,Myeloid-associated differentiation marker,MYADM,0.95664,1.1198
709,Alanyl-tRNA editing protein Aarsd1,PTGES3L-AARSD1;AARSD1,1.075,0.94037
710,Tyrosine-protein kinase receptor;Insulin-like growth factor 1 receptor;Insulin-like growth factor 1 receptor alpha chain;Insulin-like growth factor 1 receptor beta chain,IGF1R,0.85346,1.0891
712,Ribulose-phosphate 3-epimerase;Ribulose-phosphate 3-epimerase-like protein 1,RPE;RPEL1,1.069,1.0188
713,Profilin-2,PFN2,1.1547,0.96066
716,Transportin-3,TNPO3,0.95561,0.98241
719,Cytochrome c oxidase copper chaperone,COX17,1.0945,0.93182
721,"RNA-binding motif, single-stranded-interacting protein 1;RNA-binding motif, single-stranded-interacting protein 3",RBMS1;RBMS3,1.4916,1.1845
724,60S ribosomal export protein NMD3,NMD3,0.99563,0.95937
725,Translocon-associated protein subunit gamma,SSR3,1.0883,1.0165
726,"Frataxin, mitochondrial;Frataxin intermediate form;Frataxin(56-210);Frataxin(78-210);Frataxin mature form",FXN,0.93147,1.1529
728,Phosphoserine phosphatase,PSPH,0.97836,1.0515
729,Dr1-associated corepressor,DRAP1,0.96911,0.98521
730,Transmembrane and ubiquitin-like domain-containing protein 1,TMUB1,1.0084,1.1542
731,Angio-associated migratory cell protein,AAMP,1.2934,0.95141
734,Apolipoprotein D,APOD,1.2072,0.95949
735,COP9 signalosome complex subunit 1,GPS1,0.93343,0.95358
736,Cytochrome c,CYCS,1.0334,1.0297
738,Acylamino-acid-releasing enzyme,APEH,0.81711,1.04
740,Prosaposin;Saposin-A;Saposin-B-Val;Saposin-B;Saposin-C;Saposin-D,PSAP,1.1028,0.93437
741,"28S ribosomal protein S34, mitochondrial",MRPS34,0.95431,0.93804
742,Vacuolar protein sorting-associated protein 8 homolog,VPS8,1.0255,0.98911
743,Caveolin;Caveolin-1,CAV1,1.2039,1.0123
744,MLN64 N-terminal domain homolog,STARD3NL,0.97769,1.0938
746,Oxidoreductase NAD-binding domain-containing protein 1,OXNAD1,1.0953,1.1002
747,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",POLR2H,1.069,0.99206
748,Apoptotic protease-activating factor 1,APAF1,1.3911,0.95205
749,Protein FAM195B,FAM195B,1.054,1.2117
750,"FERM, RhoGEF and pleckstrin domain-containing protein 1",FARP1,1.4481,0.94831
752,O-acetyl-ADP-ribose deacetylase 1,OARD1,0.94212,1.1696
753,Metaxin-2,MTX2,1.1222,1.073
754,60S ribosomal protein L24,RPL24,1.0162,1.1121
755,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB,1.4693,0.61637
759,MICOS complex subunit MIC19,CHCHD3,0.91833,0.9952
760,B-cell receptor-associated protein 29,BCAP29,0.87529,1.0591
762,"Complex I assembly factor TIMMDC1, mitochondrial",TIMMDC1,0.92285,1.0859
765,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,1.1088,1.0551
767,Integrator complex subunit 6,INTS6,1.2955,1.0673
770,Receptor protein-tyrosine kinase;Ephrin type-A receptor 3,EPHA3,1.3359,1.08
771,Rab-like protein 3,RABL3,1.0043,0.89575
772,Transmembrane protein 243,TMEM243,1.0433,1.2068
774,Ribonuclease P protein subunit p20,POP7,1.0251,1.2597
775,60S ribosomal protein L22-like 1,RPL22L1,0.88756,0.97648
777,Inositol polyphosphate 5-phosphatase K,INPP5K,1.057,1.0279
778,Ubiquitin-conjugating enzyme E2 H,UBE2H,1.0901,0.99814
780,[Protein ADP-ribosylarginine] hydrolase,ADPRH,1.0554,0.9513
906,Neurabin-2,PPP1R9B,1.2537,1.18
907,Calcineurin subunit B type 1,PPP3R1,1.2707,1.0516
910,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK2D,1.2094,1.0476
914,Cyclin-dependent kinase 7,CDK7,1.0683,0.90547
915,Transforming acidic coiled-coil-containing protein 2,TACC2,1.1061,1.2708
916,"39S ribosomal protein L27, mitochondrial",MRPL27,1.017,0.91482
919,Exocyst complex component 3,EXOC3,0.96975,0.94568
922,ELMO domain-containing protein 2,ELMOD2,1.1556,2.4085
923,H/ACA ribonucleoprotein complex subunit 2,NHP2,1.306,0.99063
924,Estradiol 17-beta-dehydrogenase 11,HSD17B11,0.93687,1.0366
930,Nucleotide exchange factor SIL1,SIL1,0.91305,0.97443
932,Septin-11,SEPT11,1.1107,0.98467
933,Protein transport protein Sec31A,SEC31A,1.0721,0.98101
935,Syntaxin-18,STX18,1.4099,6.9512
939,"Protein YIPF3;Protein YIPF3, 36 kDa form III",YIPF3,1.1559,1.2825
940,Isochorismatase domain-containing protein 1,ISOC1,0.99542,0.82498
942,"Cytochrome c oxidase subunit 7A2, mitochondrial",COX7A2,1.002,1.0243
946,General transcription factor IIH subunit 2-like protein;General transcription factor IIH subunit 2,GTF2H2C;GTF2H2,1.0417,1.0216
947,Exosome complex component RRP45,EXOSC9,0.93481,1.0818
952,Protein MMS22-like,MMS22L,1.5269,1.5548
954,CLIP-associating protein 2,CLASP2,1.1297,1.2246
960,Zinc transporter ZIP14,SLC39A14,1.097,1.152
961,Putative deoxyribonuclease TATDN1,TATDN1,1.1237,1.1705
963,Copper transport protein ATOX1,ATOX1,1.0692,0.95013
964,RWD domain-containing protein 1,RWDD1,1.1707,0.96505
966,Chromatin accessibility complex protein 1,CHRAC1,0.93623,1.0718
967,Stathmin;Stathmin-2,STMN2,1.0059,1.1202
969,Transcription elongation factor B polypeptide 1,TCEB1,0.99812,1.0488
974,60S ribosomal protein L30,RPL30,0.98335,1.039
975,TELO2-interacting protein 2,TTI2,1.0795,0.8898
977,Tubulin-specific chaperone A,TBCA,0.95197,1.0172
979,S-phase kinase-associated protein 1,SKP1,0.94921,1.0047
980,COP9 signalosome complex subunit 6,COPS6,1.0272,1.0293
982,Acid ceramidase;Acid ceramidase subunit alpha;Acid ceramidase subunit beta,ASAH1,1.0885,0.9813
984,Epididymal secretory protein E1,NPC2,1.157,0.9333
985,E3 ubiquitin-protein ligase UBR5,UBR5,0.89811,0.87048
986,,MAP4K4,1.4151,0.94471
987,E3 ubiquitin-protein ligase TRIM33,TRIM33,1.2083,1.038
988,Dyslexia-associated protein KIAA0319-like protein,KIAA0319L,1.0473,0.97056
993,Alpha-adducin,ADD1,1.3596,1.0865
997,Septin-7,SEPT7,0.95653,0.99879
998,Long-chain-fatty-acid--CoA ligase 1,ACSL1,1.0766,1.0281
999,Protein PRRC2C,PRRC2C,1.0018,0.98209
1000,Serine/threonine-protein kinase Chk1,CHEK1,1.2149,NA
1001,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUFV2,0.98163,0.94735
1002,Alpha-synuclein,SNCA,0.74698,0.88335
1003,Beta-galactosidase,GLB1,1.2196,1.073
1004,Golgi SNAP receptor complex member 2,GOSR2,1.098,1.001
1006,Ezrin,EZR,0.94245,1.099
1007,Apoptotic chromatin condensation inducer in the nucleus,ACIN1,1.1087,0.94852
1008,Ribosomal protein L15;60S ribosomal protein L15,RPL15,0.99629,0.98221
1009,Survival motor neuron protein,SMN1;SMN2,1.1978,1.1942
1011,Visinin-like protein 1,VSNL1,1.2359,0.90675
1012,Endoplasmic reticulum metallopeptidase 1,ERMP1,1.0438,1.1364
1013,Zinc finger CCCH domain-containing protein 18,ZC3H18,1.4541,0.96925
1017,Focal adhesion kinase 1,PTK2,0.919,1.1755
1018,Exportin-7,XPO7,1.0394,0.99163
1019,WASH complex subunit FAM21A,FAM21A,1.3305,1.0754
1027,,PCM1,0.99872,1.0412
1028,Aspartyl aminopeptidase,DNPEP,0.99877,0.98245
1030,"39S ribosomal protein L3, mitochondrial",MRPL3,1.0123,0.95175
1031,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2,1.1288,1.5594
1032,,TCOF1,1.0638,0.99824
1034,Casein kinase II subunit alpha;Casein kinase II subunit alpha 3,CSNK2A1;CSNK2A3,1.0347,0.91913
1036,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,1.0048,1.0283
1038,Microtubule-associated protein;Microtubule-associated protein 4,MAP4,1.2504,1.0392
1044,DNA polymerase beta,POLB,1.3067,1.8481
1048,Triple functional domain protein,TRIO,0.89103,1.0638
1050,Cleavage stimulation factor subunit 2;Cleavage stimulation factor subunit 2 tau variant,CSTF2;CSTF2T,1.0595,1.0541
1051,UPF0505 protein C16orf62,C16orf62,1.0873,1.0749
1052,Eukaryotic translation initiation factor 4B,EIF4B,1.0146,0.93664
1054,Dynactin subunit 1,DCTN1;DKFZp686E0752,1.0073,0.97005
1055,Chromosome transmission fidelity protein 18 homolog,CHTF18,0.81702,1.0561
1056,"Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha, muscle-specific form",NACA,0.94757,1.0038
1059,"Acylglycerol kinase, mitochondrial",AGK,0.99983,1.0114
1060,Translation initiation factor eIF-2B subunit epsilon,EIF2B5,1.1167,1.0456
1062,Rap guanine nucleotide exchange factor 6,RAPGEF6,1.1793,1.0874
1067,Unconventional myosin-Ib,MYO1B,0.87911,1.0027
1069,Ladinin-1,LAD1,0.79709,1.0495
1072,Phospholipid-transporting ATPase;Probable phospholipid-transporting ATPase IH,ATP11A,0.94648,0.99006
1073,Putative 3-phosphoinositide-dependent protein kinase 2;3-phosphoinositide-dependent protein kinase 1,PDPK1;PDPK2P,0.98743,1.0093
1075,Transducin beta-like protein 2,TBL2,1.0888,0.94795
1079,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,PPP2R5D,0.85981,1.1157
1081,Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31,APP,0.9388,1.0988
1083,Ras GTPase-activating protein 1,RASA1,1.0578,0.99308
1084,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,MAP1A,1.3332,0.95007
1086,RNA-binding protein 6,RBM6,1.3773,0.91627
1088,Translin,TSN,0.96021,0.98226
1089,Ribosomal protein S6 kinase;Ribosomal protein S6 kinase alpha-1,RPS6KA1,0.91714,0.97834
1090,COP9 signalosome complex subunit 8,COPS8,0.94147,0.90949
1091,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,NDUFB9,0.94331,1.0515
1092,Condensin complex subunit 2,NCAPH,0.98066,0.97088
1093,Cytochrome P450 20A1,CYP20A1,1.268,1.2197
1095,Sperm-specific antigen 2,SSFA2,1.0253,0.94442
1097,Protein kinase C delta-binding protein,PRKCDBP,1.2467,1.1307
1101,Nuclear RNA export factor 1,NXF1,0.99439,0.98849
1103,Transmembrane protein 41B,TMEM41B,1.1202,1.1694
1105,Acyl-coenzyme A thioesterase 8,ACOT8,1.0582,0.97298
1109,Serine/threonine-protein phosphatase 6 regulatory subunit 3,PPP6R3,0.99426,1.2622
1111,Trafficking protein particle complex subunit 4,TRAPPC4,1.1476,0.91459
1114,NEDD8,NEDD8-MDP1;NEDD8,1.0058,0.9638
1117,Probable RNA-binding protein EIF1AD,EIF1AD,0.94725,0.96627
1118,Puromycin-sensitive aminopeptidase,NPEPPS,1.0046,1.0016
1119,Protein wntless homolog,WLS,1.191,0.96368
1122,Small acidic protein,C11orf58;SMAP,1.2931,1.0925
1123,RalBP1-associated Eps domain-containing protein 1,REPS1,1.1026,1.0927
1126,Tetraspanin;CD151 antigen,CD151,1.1811,1.0593
1127,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUFS8,0.92608,1.0984
1128,Ribonuclease H2 subunit C,RNASEH2C,0.97103,0.99861
1131,CD59 glycoprotein,CD59,1.1822,1.0901
1134,Multivesicular body subunit 12A,MVB12A,0.90906,1.0502
1135,40S ribosomal protein S30,FAU,0.99327,1.0048
1136,Alpha-crystallin B chain,CRYAB,0.7112,1.0968
1140,Histone-lysine N-methyltransferase SETDB1,SETDB1,0.96597,1.0032
1141,UBX domain-containing protein 1,UBXN1,0.87856,0.92563
1143,Protein SAAL1,SAAL1,1.113,1.1687
1145,N-terminal kinase-like protein,SCYL1,0.88771,0.97912
1147,Solute carrier family 43 member 3,SLC43A3,0.85281,1.1108
1152,Ras GTPase-activating-like protein IQGAP3,IQGAP3,0.95892,1.0809
1154,Exportin-4,XPO4,0.90028,1.1383
1156,Transmembrane protein 258,TMEM258,1.08,1.0313
1157,Adenosine deaminase,ADA,0.7574,1.1051
1158,Serine/threonine-protein kinase WNK1,WNK1,1.1571,0.99378
1161,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",NDUFS7,1.0251,0.98649
1162,RNA-binding protein 7,RBM7,1.2195,1.0395
1163,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,DAD1,1.1035,1.0716
1164,Mediator of RNA polymerase II transcription subunit 24,MED24,0.86537,1.0389
1165,Uracil-DNA glycosylase,DKFZp781L1143;UNG,1.15,1.2491
1167,Striatin-4,STRN4,1.1065,1.0925
1168,V-type proton ATPase subunit d 1,ATP6V0D1,1.0522,0.95571
1169,Intraflagellar transport protein 27 homolog,IFT27,1.1333,1.0676
1170,Paxillin,PXN,1.1833,1.051
1172,WASH complex subunit CCDC53,CCDC53,1.1865,1.1486
1176,Vacuolar protein sorting-associated protein 33B,VPS33B,1.12,1.1915
1177,Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase,GPHN,1.0447,1.0273
1179,Anaphase-promoting complex subunit 5,ANAPC5,1.0258,0.83068
1180,Transcription factor SOX-5,SOX5,1.1639,1.0328
1182,Glycolipid transfer protein,GLTP,1.0129,1.0329
1188,"tRNA pseudouridine synthase;tRNA pseudouridine synthase A, mitochondrial",PUS1,0.96174,0.93
1195,"Acyl-CoA synthetase family member 3, mitochondrial",ACSF3,0.87825,1.0843
1196,Protein transport protein Sec23A,SEC23A,0.93505,0.95368
1199,Nucleosome assembly protein 1-like 1,NAP1L1,1.0707,0.9725
1200,Mitogen-activated protein kinase kinase kinase 4,MAP3K4,1.1649,1.2496
1201,Tubulin alpha-1C chain,TUBA1C,1.4077,1.2866
1202,G-rich sequence factor 1,GRSF1,1.042,0.94749
1204,HEAT repeat-containing protein 5A,HEATR5A,1.1973,1.0368
1206,ATP-dependent RNA helicase DHX8,DHX8,1.093,0.90102
1207,Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3,B2M,0.92718,1.0543
1208,Transient receptor potential cation channel subfamily V member 4,TRPV4,1.4449,1.1405
1211,Transducin-like enhancer protein 3,TLE3,1.1439,1.0942
1216,DNA repair protein XRCC1,XRCC1,1.287,1.2343
1219,N-acetylglucosamine-6-sulfatase,GNS,1.0996,0.93185
1220,"2,5-phosphodiesterase 12",PDE12,0.99756,1.0017
1221,Galectin;Galectin-8,LGALS8,0.99342,0.85328
1222,Polymerase delta-interacting protein 3,POLDIP3,0.9963,1.2249
1223,Mitochondrial carrier homolog 1,MTCH1,1.8251,1.1645
1224,Selenoprotein K,SELK,0.93747,0.92606
1226,Tetraspanin;CD63 antigen,CD63,1.4368,0.92706
1228,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,0.89889,0.98893
1230,Autophagy-related protein 101,ATG101,1.7398,1.2287
1236,Nucleoporin Nup37,NUP37,1.2613,1.0197
1237,Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase FKBP11,FKBP11,1.0187,1.0413
1238,Charged multivesicular body protein 1a,CHMP1A,1.0608,1.2499
1240,Nucleosome assembly protein 1-like 1,NAP1L1,0.81085,1.1067
1241,Tensin-2,TNS2,0.98784,0.99815
1242,Coatomer subunit zeta-1,COPZ1,1.0431,0.98325
1244,Cysteine and glycine-rich protein 2,CSRP2,1.1743,1.5366
1245,Sodium-coupled neutral amino acid transporter 1,SLC38A1,0.95212,1.0291
1246,Vacuolar protein sorting-associated protein 29,VPS29,1.0653,1.007
1247,Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,PPP1CC,0.94384,1.1608
1248,ADP-ribosylation factor-like protein 1,ARL1,1.0145,1.0179
1249,Serine dehydratase-like,SDSL,1.1867,0.96658
1250,Aladin,AAAS,0.84471,0.98955
1252,"Keratin, type I cytoskeletal 18",KRT18,1.1818,0.95391
1253,Chromatin complexes subunit BAP18,C17orf49;BAP18;RNASEK-C17orf49,0.98503,1.153
1255,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed",AK2,0.9408,0.95971
1258,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2",HNRNPA1;HNRNPA1L2,1.0478,0.99277
1260,60S ribosomal protein L32,RPL32,0.95193,0.93497
1262,Protein FAM162A,FAM162A,0.92888,1.0064
1264,Double-strand break repair protein MRE11A,MRE11A,1.1316,1.025
1267,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,1.0305,0.96897
1269,Coiled-coil domain-containing protein 93,CCDC93,1.1259,1.2593
1273,FERM domain-containing protein 4A,FRMD4A,0.87426,0.95757
1274,Vesicle-associated membrane protein 2,VAMP2;VAMP3,1.1477,1.0084
1275,Actin-related protein 2/3 complex subunit 4,ARPC4-TTLL3;ARPC4,1.0557,1.0166
1276,Translocation protein SEC62,SEC62,1.0422,1.0568
1278,Cleavage and polyadenylation specificity factor subunit 6,CPSF6,0.87353,0.94509
1279,Stromal interaction molecule 1,STIM1,1.0307,1.0712
1281,Mitochondrial-processing peptidase subunit beta,PMPCB,1.086,0.94406
1282,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,0.87847,0.93807
1283,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,B3GAT3,1.1677,0.92849
1284,Dipeptidyl peptidase 3,DPP3,1.0761,0.97011
1285,Gasdermin-D,GSDMD,1.0518,1.078
1286,Tight junction protein ZO-1,TJP1,1.0295,1.0889
1289,Gametocyte-specific factor 1,GTSF1,1.0375,0.99087
1291,60S ribosomal protein L18,RPL18,0.95975,1.0026
1294,Paired mesoderm homeobox protein 1,PRRX1,1.0884,0.97021
1295,Acylphosphatase;Acylphosphatase-1,ACYP1,1.292,0.96975
1297,"ATP synthase subunit f, mitochondrial",ATP5J2-PTCD1;ATP5J2,0.93434,0.95928
1298,SNW domain-containing protein 1,SNW1,1.3398,NA
1304,Spermatogenesis-defective protein 39 homolog,VIPAS39,1.1795,0.97933
1306,ATP-dependent RNA helicase DDX24,DDX24,1.0854,1.5124
1308,cTAGE family member 5,CTAGE5,1.2055,1.0821
1309,Cyclin-dependent kinase 2,CDK2,1.032,0.94099
1310,Proteasome subunit alpha type;Proteasome subunit alpha type-6,PSMA6,1.0044,1.0133
1311,"Beta-1,4-galactosyltransferase 6;Glucosylceramide beta-1,4-galactosyltransferase",B4GALT6,1.0742,0.80495
1312,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",COQ6,0.93976,0.90194
1313,RNA-binding protein 39,RBM39,1.0292,0.97202
1314,Poly(A) polymerase alpha,PAPOLA,1.0092,1.0353
1315,Laminin subunit beta-1,LAMB1,0.93099,0.95356
1316,Translocating chain-associated membrane protein 1,TRAM1,1.0677,1.1278
1318,Myotubularin-related protein 5,SBF1,1.0827,0.9785
1319,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,SMARCB1,1.2992,2.2595
1320,Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 11,USP11,0.9019,0.93277
1322,Son of sevenless homolog 1,SOS1,1.0255,1.0576
1324,"28S ribosomal protein S22, mitochondrial",MRPS22,0.92476,0.94761
1326,"28S ribosomal protein S27, mitochondrial",MRPS27,0.96272,0.97853
1327,CUGBP Elav-like family member 1,CELF1,1.1874,1.2099
1328,Protein transport protein Sec24C,SEC24C,1.0295,0.95289
1330,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",HNRNPH1,1.0656,1.0866
1332,Biogenesis of lysosome-related organelles complex 1 subunit 1,BLOC1S1,1.065,1.0434
1333,Negative elongation factor C/D,NELFCD;TH1L,1.0783,1.036
1336,AMP deaminase 2,AMPD2,0.91528,0.96689
1342,Endoplasmic reticulum-Golgi intermediate compartment protein 3,ERGIC3,1.0121,1.4399
1348,DNA topoisomerase;DNA topoisomerase 3-beta-1,TOP3B,0.99556,0.93809
